Original ID,Name,Reference,DOI,Year,Journal,Kingdom,Genus,Species,State,Location,SMILES
FQNP199,Picein,Molecules_2015;20(8):15330-42,10.3390/molecules200815330,2015,Molecules,Plant,Vauquelinia,Vauquelinia_corymbosa,Chihuahua,San_Borja,CC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
FQNP200,Methylarbutin,Molecules_2015;20(8):15330-42,10.3390/molecules200815330,2015,Molecules,Plant,Vauquelinia,Vauquelinia_corymbosa,Chihuahua,San_Borja,COc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
FQNP202,Uvaol,Molecules_2016;21(1)78,10.3390/molecules21010078,2016,Molecules,Plant,Prunus,Prunus_serotina,Puebla,Huejotzingo,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(CO)CC[C@H]1C
FQNP203,Ballotiquinone,Molecules_2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia_ballotiflora,Nuevo_Leon,Municipality_of_Linares,CC(C)C1=C(O)C(=O)C2=C(C1=O)[C@H](O)[C@@H]1OC(=O)[C@@]3(C)CC[C@@H](O)C(=C2)[C@@H]13
FQNP204,6_7-anhydroballotiquinone,Molecules_2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia_ballotiflora,Nuevo_Leon,Municipality_of_Linares,CC(C)C1=C(O)C(=O)C2=C(C=C3OC(=O)[C@@]4(C)CC[C@@H](O)C(=C2)[C@@H]34)C1=O
FQNP205,7a-acetoxy-6_7-dihydroicetexone,Molecules_2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia_ballotiflora,Nuevo_Leon,Municipality_of_Linares,CC(=O)O[C@@H]1C[C@@H]2[C@]3(CCC[C@]2(C)C(=O)O3)CC2=C1C(=O)C(C(C)C)=C(O)C2=O
FQNP206,6_7_11_14-tetrahydro-7-oxo-icetexone,Molecules_2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia_ballotiflora,Nuevo_Leon,Municipality_of_Linares,CC(C)c1c(O)c(O)c2c(c1O)C(=O)C[C@@H]1[C@]3(CCC[C@]1(C)C(=O)O3)C2
FQNP207,18-acetoxy-11-hydroxysugiol,Molecules_2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia_ballotiflora,Nuevo_Leon,Municipality_of_Linares,CC(=O)OC[C@]1(C)CCC[C@]2(C)c3c(cc(C(C)C)c(O)c3O)C(=O)C[C@H]21
FQNP208,Anastomosine,Molecules_2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia_ballotiflora,Nuevo_Leon,Municipality_of_Linares,CC(C)C1=C(O)C(=O)C2=CC3=CCC[C@]4(C)C(=O)O[C@@H](C=C2C1=O)[C@H]34
FQNP209,7_20-dihydroanastomosine,Molecules_2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia_ballotiflora,Nuevo_Leon,Municipality_of_Linares,CC(C)C1=C(O)C(=O)C2=C(C[C@@H]3OC(=O)[C@@]4(C)CCC=C(C2)[C@@H]34)C1=O
FQNP210,Icetexone,Molecules_2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia_ballotiflora,Nuevo_Leon,Municipality_of_Linares,CC(C)C1=C(O)C(=O)C2=C(C=C[C@@H]3[C@]4(CCC[C@]3(C)C(=O)O4)C2)C1=O
FQNP211,1_2-anhydroballotiquinone,Molecules_2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia_ballotiflora,Nuevo_Leon,Municipality_of_Linares,CC(C)C1=C(O)C(=O)C2=C(C1=O)[C@H](O)[C@@H]1OC(=O)[C@@]3(C)CC=CC(=C2)[C@@H]13
FQNP212,Conacytone,Molecules_2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia_ballotiflora,Nuevo_Leon,Municipality_of_Linares,CC(C)C1=C(O)C(=O)C2=C(C1=O)[C@H](O)C[C@H]1[C@]3(C)CCC[C@]21[C@H](O)OC3
FQNP213,7a-acetoxy-19-hydroxyroyleanone,Molecules_2017;22(10),10.3390/molecules22101690,2017,Molecules,Plant,Salvia,Salvia_ballotiflora,Nuevo_Leon,Municipality_of_Linares,CC(=O)O[C@@H]1C[C@H]2[C@@](C)(CO)CCC[C@]2(C)C2=C1C(=O)C(C(C)C)=C(O)C2=O
FQNP214,Pinocembrin,Molecules_2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican_Brown_Propolis,Durango,Gomez-Palacios,O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21
FQNP215,Pinobanksin,Molecules_2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican_Brown_Propolis,Durango,Gomez-Palacios,O=C1c2c(O)cc(O)cc2O[C@H](c2ccccc2)[C@H]1O
FQNP216,Chrysin,Molecules_2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican_Brown_Propolis,Durango,Gomez-Palacios,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12
FQNP218,Pinobanksin_5-methylether,Molecules_2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican_Brown_Propolis,Durango,Gomez-Palacios,COc1cc(O)cc2c1C(=O)[C@H](O)[C@@H](c1ccccc1)O2
FQNP219,Alpinetin,Molecules_2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican_Brown_Propolis,Durango,Gomez-Palacios,COc1cc(O)cc2c1C(=O)C[C@@H](c1ccccc1)O2
FQNP220,Alpinone,Molecules_2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican_Brown_Propolis,Durango,Gomez-Palacios,COc1cc(O)c2c(c1)O[C@H](c1ccccc1)[C@@H](O)C2=O
FQNP221,Pinostrobin,Molecules_2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican_Brown_Propolis,Durango,Gomez-Palacios,COc1cc(O)c2c(c1)OC(c1ccccc1)CC2=O
FQNP222,Kaempferide,Molecules_2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican_Brown_Propolis,Durango,Gomez-Palacios,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1
FQNP223,Galangin_5-methylether,Molecules_2018;23(4),10.3390/molecules23040852,2018,Molecules,Propolis,Propolis,Mexican_Brown_Propolis,Durango,Gomez-Palacios,COc1cc(O)cc2oc(-c3ccccc3)c(O)c(=O)c12
FQNP224,5-O-[b-D-xylopyranosyl-(1->6)-b-D-glucopyranosyl]-7_3'_4'-trihydroxy-4-phenylcoumarin,J_Nat_Prod_2014;77(3):516-20,10.1021/np400785z,2014,Journal_of_Natural_Products,Plant,Exosterma,Exostema_caribaeum,Guerrero,Tuzantlan,O=c1cc(-c2ccc(O)c(O)c2)c2c(O[C@@H]3O[C@H](CO[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2o1
FQNP225,4-phenylcoumarin_3,J_Nat_Prod_2014;77(3):516-20,10.1021/np400785z,2014,Journal_of_Natural_Products,Plant,Exosterma,Exostema_caribaeum,Guerrero,Tuzantlan,O=c1cc(-c2ccc(O)c(O)c2)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2o1
FQNP226,4-phenylcoumarin_4,J_Nat_Prod_2014;77(3):516-20,10.1021/np400785z,2014,Journal_of_Natural_Products,Plant,Exosterma,Exostema_caribaeum,Guerrero,Tuzantlan,COc1cc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1
FQNP227,4-phenylcoumarin_5,J_Nat_Prod_2014;77(3):516-20,10.1021/np400785z,2014,Journal_of_Natural_Products,Plant,Exosterma,Exostema_caribaeum,Guerrero,Tuzantlan,COc1cc(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1
FQNP228,4-phenylcoumarin_6,J_Nat_Prod_2014;77(3):516-20,10.1021/np400785z,2014,Journal_of_Natural_Products,Plant,Exosterma,Exostema_caribaeum,Guerrero,Tuzantlan,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1
FQNP229,2-hydroxy-destigloyl-6-deoxyswietenine_acetate,Phytochemistry_2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia_humilis,Morelos,Temixco,COC(=O)C[C@H]1C(C)(C)[C@H](OC(C)=O)[C@]2(O)C=C3C(CC[C@]4(C)C3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2=O
FQNP230,Humulin_B,Phytochemistry_2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia_humilis,Morelos,Temixco,COC(=O)C[C@H]1C(C)(C)[C@H](OC(C)=O)[C@@]2(O)C(=O)[C@]1(C)C1CC[C@]3(C)C(CC(=O)O[C@H]3c3ccoc3)[C@]13O[C@@H]32
FQNP231,Methyl-2-hydroxy-3-b-isobutyroxy-1-oxomeliac-8(30)-enate,Phytochemistry_2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia_humilis,Morelos,Temixco,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@]2(O)C=C3C(CC[C@]4(C)C3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2=O
FQNP232,Methyl-2-hydroxy-3-b-tigloyloxy-1-oxomeliac-8(30)-enate,Phytochemistry_2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia_humilis,Morelos,Temixco,C/C=C(\C)C(=O)O[C@H]1C(C)(C)[C@H](CC(=O)OC)[C@]2(C)C(=O)[C@@]1(O)C=C1C2CC[C@]2(C)C1CC(=O)O[C@H]2c1ccoc1
FQNP233,Humilinolide_G,Phytochemistry_2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia_humilis,Morelos,Temixco,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@]2(OC(C)=O)C=C3C(CC[C@]4(C)C3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2=O
FQNP234,Humilinolide_C,Phytochemistry_2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia_humilis,Morelos,Temixco,C/C=C(\C)C(=O)O[C@H]1C(C)(C)[C@H](CC(=O)OC)[C@]2(C)C(=O)[C@@]1(OC(C)=O)C=C1C2CC[C@]2(C)C1CC(=O)O[C@H]2c1ccoc1
FQNP235,Methyl-2-hydroxy-3-b-isobutyoyl-8a_30a-epoxy-1-oxo-meliacate,Phytochemistry_2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia_humilis,Morelos,Temixco,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@@]2(O)C(=O)[C@]1(C)C1CC[C@]3(C)C(CC(=O)O[C@H]3c3ccoc3)[C@]13O[C@@H]32
FQNP236,Humilinolide_H,Phytochemistry_2015;110:111-9,10.1016/j.phytochem.2014.11.004,2015,Phytochemistry,Plant,Swietenia,Swietenia_humilis,Morelos,Temixco,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@@]2(OC(C)=O)C(=O)[C@]1(C)C1CC[C@]3(C)C(CC(=O)O[C@H]3c3ccoc3)[C@]13O[C@@H]32
FQNP239,6-acetyl-5-hydroxy-2-hydroxymethyl-2-methyl-2H-chromene,Molecules_2017;22(2),10.3390/molecules22020289,2017,Molecules,Plant,Calea,Calea_ternifolia,Morelos,Yecapixtla,CC(=O)c1ccc2c(c1O)C=CC(C)(CO)O2
FQNP240,Caleins_A,Molecules_2017;22(2),10.3390/molecules22020289,2017,Molecules,Plant,Calea,Calea_ternifolia,Morelos,Yecapixtla,C=C(C)C(=O)O[C@H]1[C@H]2C(=C)C(=O)O[C@@H]2C[C@@H](C)/C=C\C(=O)[C@](C)(O)[C@@H]1OC(C)=O
FQNP242,Herniarin,Molecules_2017;22(2),10.3390/molecules22020289,2017,Molecules,Plant,Calea,Calea_ternifolia,Morelos,Yecapixtla,COc1ccc2ccc(=O)oc2c1
FQNP243,Scoparone,Molecules_2017;22(2),10.3390/molecules22020289,2017,Molecules,Plant,Calea,Calea_ternifolia,Morelos,Yecapixtla,COc1cc2ccc(=O)oc2cc1OC
FQNP244,4'_7-dimethylapigenin,Molecules_2017;22(2),10.3390/molecules22020289,2017,Molecules,Plant,Calea,Calea_ternifolia,Morelos,Yecapixtla,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1
FQNP245,b-caryophyllene,Molecules_2012;17(2):1437-47,10.3390/molecules17021437,2012,Molecules,Plant,Senecio,Senecio_salignus,Guerrero,Guerrero,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C
FQNP247,Isoimperatorin,J_Ethnopharmacol_2007;113(1):125-31,10.1016/j.jep.2007.05.015,2007,Journal_of_Ethnopharmacology,Plant,Arracacia,Arracacia_tolucensis,Ciudad_de_Mexico,Not_specified,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12
FQNP248,Osthol,J_Ethnopharmacol_2007;113(1):125-32,10.1016/j.jep.2007.05.015,2007,Journal_of_Ethnopharmacology,Plant,Arracacia,Arracacia_tolucensis,Ciudad_de_Mexico,Not_specified,COc1ccc2ccc(=O)oc2c1CC=C(C)C
FQNP249,8-methoxypsoralen,J_Ethnopharmacol_2007;113(1):125-33,10.1016/j.jep.2007.05.015,2007,Journal_of_Ethnopharmacology,Plant,Arracacia,Arracacia_tolucensis,Ciudad_de_Mexico,Not_specified,COc1c2occc2cc2ccc(=O)oc12
FQNP252,Umbelliferone,J_Ethnopharmacol_2007;113(1):125-36,10.1016/j.jep.2007.05.015,2007,Journal_of_Ethnopharmacology,Plant,Arracacia,Arracacia_tolucensis,Ciudad_de_Mexico,Not_specified,O=c1ccc2ccc(O)cc2o1
FQNP253,Dihydroxypeucedanin,J_Ethnopharmacol_2007;113(1):125-37,10.1016/j.jep.2007.05.015,2007,Journal_of_Ethnopharmacology,Plant,Arracacia,Arracacia_tolucensis,Ciudad_de_Mexico,Not_specified,CC(C)(O)C(O)COc1c2ccoc2cc2oc(=O)ccc12
FQNP254,5-methoxypsoralen,J_Ethnopharmacol_2007;113(1):125-38,10.1016/j.jep.2007.05.015,2007,Journal_of_Ethnopharmacology,Plant,Arracacia,Arracacia_tolucensis,Ciudad_de_Mexico,Not_specified,COc1c2ccoc2cc2oc(=O)ccc12
FQNP255,Isoscopoletin,J_Ethnopharmacol_2007;113(1):125-39,10.1016/j.jep.2007.05.015,2007,Journal_of_Ethnopharmacology,Plant,Arracacia,Arracacia_tolucensis,Ciudad_de_Mexico,Not_specified,COc1cc2oc(=O)ccc2cc1O
FQNP256,Scopoletin,J_Ethnopharmacol_2007;113(1):125-40,10.1016/j.jep.2007.05.015,2007,Journal_of_Ethnopharmacology,Plant,Arracacia,Arracacia_tolucensis,Ciudad_de_Mexico,Not_specified,COc1cc2ccc(=O)oc2cc1O
FQNP257,Hematoxylin,J_Ethnopharmacol_2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal_of_Ethnopharmacology,Plant,Haematoxylon,Haematoxylon_brasiletto,Ciudad_de_Mexico,Mercado_de_Sonora,Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2
FQNP258,Brazilin,J_Ethnopharmacol_2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal_of_Ethnopharmacology,Plant,Haematoxylon,Haematoxylon_brasiletto,Ciudad_de_Mexico,Mercado_de_Sonora,Oc1ccc2c(c1)OC[C@]1(O)Cc3cc(O)c(O)cc3[C@H]21
FQNP259,Caffeic_acid,J_Ethnopharmacol_2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal_of_Ethnopharmacology,Plant,Haematoxylon,Haematoxylon_brasiletto,Ciudad_de_Mexico,Mercado_de_Sonora,O=C(O)/C=C/c1ccc(O)c(O)c1
FQNP260,Methyl_gallate,J_Ethnopharmacol_2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal_of_Ethnopharmacology,Plant,Haematoxylon,Haematoxylon_brasiletto,Ciudad_de_Mexico,Mercado_de_Sonora,COC(=O)c1cc(O)c(O)c(O)c1
FQNP261,Gallic_acid,J_Ethnopharmacol_2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal_of_Ethnopharmacology,Plant,Haematoxylon,Haematoxylon_brasiletto,Ciudad_de_Mexico,Mercado_de_Sonora,O=C(O)c1cc(O)c(O)c(O)c1
FQNP262,Phloroglucinol,J_Ethnopharmacol_2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal_of_Ethnopharmacology,Plant,Haematoxylon,Haematoxylon_brasiletto,Ciudad_de_Mexico,Mercado_de_Sonora,Oc1cc(O)cc(O)c1
FQNP263,4-hydroxycinnamic_acid,J_Ethnopharmacol_2008;119(1):99-103,10.1016/j.jep.2008.06.005,2008,Journal_of_Ethnopharmacology,Plant,Haematoxylon,Haematoxylon_brasiletto,Ciudad_de_Mexico,Mercado_de_Sonora,O=C(O)/C=C/c1ccc(O)cc1
FQNP265,Epi-ursolic_acid,J_Ethnopharmacol_2008;119(1):47-52.,10.1016/j.jep.2008.05.035,2008,Journal_of_Ethnopharmacology,Plant,Ternstroemia,Ternstroemia_pringlei,Ciudad_de_Mexico,Mercado_de_Sonora,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C
FQNP266,6-Methoxysalicylic_acid,J_Ethnopharmacol_2008;118(3):448-54,10.1016/j.jep.2008.05.012,2008,Journal_of_Ethnopharmacology,Plant,Brickellia,Brickellia_veronicifolia,Estado_de_Mexico,Aculco,COc1cccc(O)c1C(=O)O
FQNP267,2-methoxybenzoic_acid,J_Ethnopharmacol_2008;118(3):448-54,10.1016/j.jep.2008.05.012,2008,Journal_of_Ethnopharmacology,Plant,Brickellia,Brickellia_veronicifolia,Estado_de_Mexico,Aculco,COc1ccccc1C(=O)O
FQNP268,Taraxasteryl acetate,J_Ethnopharmacol_2008;118(3):448-54,10.1016/j.jep.2008.05.012,2008,Journal_of_Ethnopharmacology,Plant,Brickellia,Brickellia_veronicifolia,Estado_de_Mexico,Aculco,C=C1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2[C@@H]1C
FQNP269,Friedelin,J_Ethnopharmacol_2002;79(3):383-8,10.1016/S0378-8741(01)00414-7,2002,Journal_of_Ethnopharmacology,Plant,Hippocratea,Hippocratea_excelsa,Guerrero,Costa_Grande,C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@@]21C
FQNP270,Canophyllal,J_Ethnopharmacol_2002;79(3):383-8,10.1016/S0378-8741(01)00414-7,2002,Journal_of_Ethnopharmacology,Plant,Hippocratea,Hippocratea_excelsa,Guerrero,Costa_Grande,C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C=O)CC[C@]4(C)[C@H]3CC[C@@]21C
FQNP271,Canophyllol,J_Ethnopharmacol_2002;79(3):383-8,10.1016/S0378-8741(01)00414-7,2002,Journal_of_Ethnopharmacology,Plant,Hippocratea,Hippocratea_excelsa,Guerrero,Costa_Grande,C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(CO)CC[C@]4(C)[C@H]3CC[C@@]21C
FQNP273,Sitosterol-3-O-b-glucoside,J_Ethnopharmacol_2002;79(3):383-8,10.1016/S0378-8741(01)00414-7,2002,Journal_of_Ethnopharmacology,Plant,Hippocratea,Hippocratea_excelsa,Guerrero,Costa_Grande,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
FQNP274,(-)-Epicatechin,J_Ethnopharmacol_2002;79(3):383-8,10.1016/S0378-8741(01)00414-7,2002,Journal_of_Ethnopharmacology,Plant,Hippocratea,Hippocratea_excelsa,Guerrero,Costa_Grande,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2
FQNP275,LDD,J_Ethnopharmacol_2007;114(2):161-8,10.1016/j.jep.2007.07.021,2007,Journal_of_Ethnopharmacology,Plant,Scaphyglottis,Scaphyglottis_livida,Veracruz,Catemaco,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C
FQNP276,Cyclobalanone,J_Ethnopharmacol_2007;114(2):161-8,10.1016/j.jep.2007.07.021,2007,Journal_of_Ethnopharmacology,Plant,Scaphyglottis,Scaphyglottis_livida,Veracruz,Catemaco,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C
FQNP278,DTB,J_Ethnopharmacol_2007;114(2):161-8,10.1016/j.jep.2007.07.021,2007,Journal_of_Ethnopharmacology,Plant,Scaphyglottis,Scaphyglottis_livida,Veracruz,Catemaco,COc1cc(CCc2cc(O)c(OC)c(OC)c2)ccc1O
FQNP279,Fimbriol_A,J_Ethnopharmacol_2007;114(2):161-8,10.1016/j.jep.2007.07.021,2007,Journal_of_Ethnopharmacology,Plant,Maxillaria,Maxillaria_densa,Veracruz,Catemaco,COc1cc2cc(OC)c3cccc(O)c3c2c(OC)c1OC
FQNP280,Erianthridin,J_Ethnopharmacol_2007;114(2):161-8,10.1016/j.jep.2007.07.021,2007,Journal_of_Ethnopharmacology,Plant,Maxillaria,Maxillaria_densa,Veracruz,Catemaco,COc1c(O)cc2c(c1OC)-c1ccc(O)cc1CC2
FQNP281,Nidemin,Nat_Prod_Lett_2002;16(2):81-6,10.1080/10575630290019967,2002,Natural_Products_Letters,Plant,Scaphyglottis,Scaphyglottis_livida,Veracruz,Catemaco,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@]12C
FQNP282,9_19-cyclolanosta-24_24-dimethyl-25-en-3b-yl_trans-p-hydroxycinnamate,Nat_Prod_Lett_2002;16(2):81-6,10.1080/10575630290019967,2002,Natural_Products_Letters,Plant,Scaphyglottis,Scaphyglottis_livida,Veracruz,Catemaco,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](C(=O)/C=C/c5ccc(O)cc5)CC[C@@]45C[C@@]35CC[C@]12C
FQNP283,5a-lanosta-24(S)-methyl-9(11)_25-dien-3b-ol,Nat_Prod_Lett_2002;16(2):81-6,10.1080/10575630290019967,2002,Natural_Products_Letters,Plant,Scaphyglottis,Scaphyglottis_livida,Veracruz,Catemaco,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C
FQNP284,5a-lanosta24_24-dimethyl-9(11)_25-dien-3b-ol,Nat_Prod_Lett_2002;16(2):81-6,10.1080/10575630290019967,2002,Natural_Products_Letters,Plant,Scaphyglottis,Scaphyglottis_livida,Veracruz,Catemaco,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C
FQNP285,Malbrancheamide,Nat_Prod_Res_2008;22(8):709-14,10.1080/14786410802012361,2008,Natural_Products_Research,Fungus,Malbranchea,Malbranchea_aurantiaca,Guerrero,Juxtlahuaca_cave,CC1(C)c2[nH]c3cc(Cl)c(Cl)cc3c2C[C@@]23CN4CCC[C@]4(C[C@@H]12)C(=O)N3
FQNP286,Malbrancheamide_B,Nat_Prod_Res_2008;22(8):709-14,10.1080/14786410802012361,2008,Natural_Products_Research,Fungus,Malbranchea,Malbranchea_aurantiaca,Guerrero,Juxtlahuaca_cave,CC1(C)c2[nH]c3cc(Cl)ccc3c2C[C@@]23CN4CCC[C@]4(C[C@@H]12)C(=O)N3
FQNP287,Trhachylobanoic_acid,Nat_Prod_Lett_2001;15(2):93-101,10.1080/10575630108041265,2001,Natural_Products_Letters,Plant,Iostephane,Iostephane_heterophylla,Ciudad_de_Mexico,Mercado_de_Sonora,C[C@@]12CCC[C@@](C)(C(=O)O)[C@H]1CC[C@@]13C[C@H]4[C@@H](C[C@H]12)[C@@]4(C)C3
FQNP288,Xanthorrhizol,Nat_Prod_Lett_2001;15(2):93-101,10.1080/10575630108041265,2001,Natural_Products_Letters,Plant,Iostephane,Iostephane_heterophylla,Ciudad_de_Mexico,Mercado_de_Sonora,CC(C)=CCC[C@@H](C)c1ccc(C)c(O)c1
FQNP289,12_13-epoxy-xanthorrhizol,Nat_Prod_Lett_2001;15(2):93-101,10.1080/10575630108041265,2001,Natural_Products_Letters,Plant,Iostephane,Iostephane_heterophylla,Ciudad_de_Mexico,Mercado_de_Sonora,Cc1ccc([C@H](C)CCC2OC2(C)C)cc1O
FQNP290,12_13-dihydro-12_13-dihydroxy-xanthorrizol,Nat_Prod_Lett_2001;15(2):93-101,10.1080/10575630108041265,2001,Natural_Products_Letters,Plant,Iostephane,Iostephane_heterophylla,Ciudad_de_Mexico,Mercado_de_Sonora,Cc1ccc([C@H](C)CCC(O)C(C)(C)O)cc1O
FQNP291,1-O-[12-O-(12S)-dihydro-12_13-dihydroxy-xanthorrizol]-b-L-arabinopyranosyl-(1->2)-b-D-Dglucopyranoside,Nat_Prod_Lett_2001;15(2):93-101,10.1080/10575630108041265,2001,Natural_Products_Letters,Plant,Iostephane,Iostephane_heterophylla,Ciudad_de_Mexico,Mercado_de_Sonora,Cc1ccc([C@@H](C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)C(C)(C)O)cc1O
FQNP292,Geranin_A,J_Agric_Food_Chem_2005;53(6):1996-2001,10.1021/jf0483725,2005,journal_of_Agricultural_and_Food_Chemistry,Plant,Geranium,Geranium_niveum,Chihuahua,Bocoyna,Oc1ccc([C@]23Oc4cc(O)cc(O)c4[C@H](c4c(cc(O)c5c4O[C@H](c4ccc(O)c(O)c4)[C@@H](O)C5)O2)[C@H]3O)cc1
